Sample_code,Station_no,Site,Seaweed,Date,Day,Month,Year,plankton_Gastropoda,for_standardizing,Gibbula,Lacuna,Rissoa,Patella,otu_antarctoneptunea_aurora,otu_assiminea_grayana,otu_atlanta_ariejansseni,otu_bulinus_nasutus,otu_burnupia_sp_ugsb_25228,otu_doto_coronata,otu_ercolania_sp_kh_2011,otu_glyptophysa_sp_11_pga_2018,otu_lacuna_vincta,otu_limapontia_capitata,otu_megalovalvata_piligera,otu_mitrella_moleculina,otu_neritina_canalis,otu_peringia_ulvae,otu_placida_dendritica,otu_rissoa_guernei,otu_sconsia_sp_mnhn_im_2013_61442,otu_segmentina_nitida,otu_siphonaria_pectinata,otu_stenophysa_marmorata,otu_steromphala_cineraria,otu_therasia_thaisa
Pabay_30_1_22_3,3,Pabay,Alaria,30_1_2022,30,1,2022,17,120,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pabay_30_1_22_3,3,Pabay,Saccharina,30_1_2022,30,1,2022,17,60.5,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pabay_30_10_21_1,1,Pabay,Alaria,30_10_2021,30,10,2021,17,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_10_21_1,1,Pabay,Saccharina,30_10_2021,30,10,2021,17,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_10_21_2,2,Pabay,Alaria,30_10_2021,30,10,2021,85,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_10_21_2,2,Pabay,Saccharina,30_10_2021,30,10,2021,85,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_10_21_3,3,Pabay,Alaria,30_10_2021,30,10,2021,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_10_21_3,3,Pabay,Saccharina,30_10_2021,30,10,2021,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_6_22_1,1,Pabay,Alaria,30_6_2022,30,6,2022,51,,,,,,0,0,0.032262601,0,0,0,0,0,0,0,0,0.014890431,0,0,0.027299124,0.011581447,0,0,0,0,0,0
Pabay_30_6_22_1,1,Pabay,Saccharina,30_6_2022,30,6,2022,51,955,0,13,11,0,0,0,0.032262601,0,0,0,0,0,0,0,0,0.014890431,0,0,0.027299124,0.011581447,0,0,0,0,0,0
Pabay_30_6_22_2,2,Pabay,Alaria,30_6_2022,30,6,2022,136,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_6_22_2,2,Pabay,Saccharina,30_6_2022,30,6,2022,136,480,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_6_22_3,3,Pabay,Alaria,30_6_2022,30,6,2022,204,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_6_22_3,3,Pabay,Saccharina,30_6_2022,30,6,2022,204,344,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_7_22_1,1,Pabay,Alaria,30_7_2022,30,7,2022,67,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_7_22_1,1,Pabay,Saccharina,30_7_2022,30,7,2022,67,575,0,84,252,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_7_22_2,2,Pabay,Alaria,30_7_2022,30,7,2022,391,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_7_22_2,2,Pabay,Saccharina,30_7_2022,30,7,2022,391,280,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_7_22_3,3,Pabay,Alaria,30_7_2022,30,7,2022,108,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_7_22_3,3,Pabay,Saccharina,30_7_2022,30,7,2022,108,403,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_1,1,Pabay,Alaria,7_5_2022,7,5,2022,2,1354,0,11,1,0,0,0,0,0,0.212621445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_1,1,Pabay,Saccharina,7_5_2022,7,5,2022,2,1256,0,2,0,0,0,0,0,0,0.212621445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_2,2,Pabay,Alaria,7_5_2022,7,5,2022,102,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_2,2,Pabay,Saccharina,7_5_2022,7,5,2022,102,1606,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_3,3,Pabay,Alaria,7_5_2022,7,5,2022,34,1800,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_3,3,Pabay,Saccharina,7_5_2022,7,5,2022,34,1866,0,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_2_22_1,1,Pabay,Alaria,8_2_2022,8,2,2022,34,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.053235538,0,0,0,0,0,0,0,0,0
Pabay_8_2_22_1,1,Pabay,Saccharina,8_2_2022,8,2,2022,34,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053235538,0,0,0,0,0,0,0,0,0
Pabay_8_2_22_2,2,Pabay,Alaria,8_2_2022,8,2,2022,34,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180831826
Pabay_8_2_22_2,2,Pabay,Saccharina,8_2_2022,8,2,2022,34,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180831826
Pabay_8_2_22_3,3,Pabay,Alaria,8_2_2022,8,2,2022,68,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_2_22_3,3,Pabay,Saccharina,8_2_2022,8,2,2022,68,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_1,1,Pabay,Alaria,8_3_2022,8,3,2022,85,149.95,0,0,0,0,0,0,0,0,0,0.099296649,0,0,0.179285615,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_1,1,Pabay,Saccharina,8_3_2022,8,3,2022,85,17.96,0,0,4,0,0,0,0,0,0,0.099296649,0,0,0.179285615,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_2,2,Pabay,Alaria,8_3_2022,8,3,2022,136,149.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_2,2,Pabay,Saccharina,8_3_2022,8,3,2022,136,17.96,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_3,3,Pabay,Alaria,8_3_2022,8,3,2022,102,149.95,0,0,0,0,0,0,0,0,0,0,0,0.075028364,0,0,0,0.029279362,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_3,3,Pabay,Saccharina,8_3_2022,8,3,2022,102,17.96,0,0,4,0,0,0,0,0,0,0,0,0.075028364,0,0,0,0.029279362,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_1,1,Scalpay,Alaria,15_6_2021,15,6,2021,127,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_1,1,Scalpay,Saccharina,15_6_2021,15,6,2021,127,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_2,2,Scalpay,Alaria,15_6_2021,15,6,2021,25,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_2,2,Scalpay,Saccharina,15_6_2021,15,6,2021,25,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_3,3,Scalpay,Alaria,15_6_2021,15,6,2021,51,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_3,3,Scalpay,Saccharina,15_6_2021,15,6,2021,51,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_4,4,Scalpay,Alaria,15_6_2021,15,6,2021,51,,,,,,0,0,0,0,0,0,0,0,0.003266135,0,0,0.001525301,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_4,4,Scalpay,Saccharina,15_6_2021,15,6,2021,51,,,,,,0,0,0,0,0,0,0,0,0.003266135,0,0,0.001525301,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_5,5,Scalpay,Alaria,15_6_2021,15,6,2021,178,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_15_6_21_5,5,Scalpay,Saccharina,15_6_2021,15,6,2021,178,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_21_12_21_1,1,Scalpay,Alaria,21_12_2021,21,12,2021,34,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_21_12_21_1,1,Scalpay,Saccharina,21_12_2021,21,12,2021,34,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_21_12_21_2,2,Scalpay,Alaria,21_12_2021,21,12,2021,17,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_21_12_21_2,2,Scalpay,Saccharina,21_12_2021,21,12,2021,17,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_21_12_21_3,3,Scalpay,Alaria,21_12_2021,21,12,2021,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalpay_21_12_21_3,3,Scalpay,Saccharina,21_12_2021,21,12,2021,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
