"","sample_code","station_no","site","seaweed","date","day","month","year","species_id","measurement_value","measurement_type","measurement_origin","parsed_date"
"23","Pabay_15_6_21_1",1,"Pabay","Saccharina","15/06/2021",15,6,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"24","Pabay_15_6_21_1",1,"Pabay","Saccharina","15/06/2021",15,6,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"25","Pabay_15_6_21_2",2,"Pabay","Saccharina","15/06/2021",15,6,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"26","Pabay_15_6_21_2",2,"Pabay","Saccharina","15/06/2021",15,6,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"27","Pabay_15_6_21_2",2,"Pabay","Saccharina","15/06/2021",15,6,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"28","Pabay_15_6_21_2",2,"Pabay","Saccharina","15/06/2021",15,6,2021,"otu_obelia_sp",0.05349349,"otu","Plankton eDNA (RSV)",NA
"29","Pabay_15_6_21_2",2,"Pabay","Saccharina","15/06/2021",15,6,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"30","Pabay_15_6_21_2",2,"Pabay","Saccharina","15/06/2021",15,6,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"31","Pabay_15_6_21_3",3,"Pabay","Saccharina","15/06/2021",15,6,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"32","Pabay_15_6_21_3",3,"Pabay","Saccharina","15/06/2021",15,6,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"33","Pabay_15_6_21_3",3,"Pabay","Saccharina","15/06/2021",15,6,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"34","Pabay_15_6_21_3",3,"Pabay","Saccharina","15/06/2021",15,6,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"35","Pabay_15_6_21_3",3,"Pabay","Saccharina","15/06/2021",15,6,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"36","Pabay_15_6_21_3",3,"Pabay","Saccharina","15/06/2021",15,6,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"37","Pabay_16_9_21_1",1,"Pabay","Alaria","16/09/2021",16,9,2021,"plankton_obelia",2,"abundance","Plankton Abundance (cell/L)",NA
"38","Pabay_16_9_21_1",1,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"39","Pabay_16_9_21_1",1,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"40","Pabay_16_9_21_1",1,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"41","Pabay_16_9_21_1",1,"Pabay","Alaria","16/09/2021",16,9,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"42","Pabay_16_9_21_1",1,"Pabay","Alaria","16/09/2021",16,9,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"43","Pabay_16_9_21_2",2,"Pabay","Alaria","16/09/2021",16,9,2021,"plankton_obelia",2,"abundance","Plankton Abundance (cell/L)",NA
"44","Pabay_16_9_21_2",2,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"45","Pabay_16_9_21_2",2,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"46","Pabay_16_9_21_2",2,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"47","Pabay_16_9_21_2",2,"Pabay","Alaria","16/09/2021",16,9,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"48","Pabay_16_9_21_2",2,"Pabay","Alaria","16/09/2021",16,9,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"49","Pabay_16_9_21_3",3,"Pabay","Alaria","16/09/2021",16,9,2021,"plankton_obelia",17,"abundance","Plankton Abundance (cell/L)",NA
"50","Pabay_16_9_21_3",3,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"51","Pabay_16_9_21_3",3,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"52","Pabay_16_9_21_3",3,"Pabay","Alaria","16/09/2021",16,9,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"53","Pabay_16_9_21_3",3,"Pabay","Alaria","16/09/2021",16,9,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"54","Pabay_16_9_21_3",3,"Pabay","Alaria","16/09/2021",16,9,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"55","Pabay_16_9_21_1",1,"Pabay","Saccharina","16/09/2021",16,9,2021,"plankton_obelia",2,"abundance","Plankton Abundance (cell/L)",NA
"56","Pabay_16_9_21_1",1,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"57","Pabay_16_9_21_1",1,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"58","Pabay_16_9_21_1",1,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"59","Pabay_16_9_21_1",1,"Pabay","Saccharina","16/09/2021",16,9,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"60","Pabay_16_9_21_1",1,"Pabay","Saccharina","16/09/2021",16,9,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"61","Pabay_16_9_21_2",2,"Pabay","Saccharina","16/09/2021",16,9,2021,"plankton_obelia",2,"abundance","Plankton Abundance (cell/L)",NA
"62","Pabay_16_9_21_2",2,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"63","Pabay_16_9_21_2",2,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"64","Pabay_16_9_21_2",2,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"65","Pabay_16_9_21_2",2,"Pabay","Saccharina","16/09/2021",16,9,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"66","Pabay_16_9_21_2",2,"Pabay","Saccharina","16/09/2021",16,9,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"67","Pabay_16_9_21_3",3,"Pabay","Saccharina","16/09/2021",16,9,2021,"plankton_obelia",17,"abundance","Plankton Abundance (cell/L)",NA
"68","Pabay_16_9_21_3",3,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"69","Pabay_16_9_21_3",3,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"70","Pabay_16_9_21_3",3,"Pabay","Saccharina","16/09/2021",16,9,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"71","Pabay_16_9_21_3",3,"Pabay","Saccharina","16/09/2021",16,9,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"72","Pabay_16_9_21_3",3,"Pabay","Saccharina","16/09/2021",16,9,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"73","Pabay_30_10_21_1",1,"Pabay","Alaria","30/10/2021",30,10,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"74","Pabay_30_10_21_1",1,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"75","Pabay_30_10_21_1",1,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"76","Pabay_30_10_21_1",1,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"77","Pabay_30_10_21_1",1,"Pabay","Alaria","30/10/2021",30,10,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"78","Pabay_30_10_21_1",1,"Pabay","Alaria","30/10/2021",30,10,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"79","Pabay_30_10_21_2",2,"Pabay","Alaria","30/10/2021",30,10,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"80","Pabay_30_10_21_2",2,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"81","Pabay_30_10_21_2",2,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"82","Pabay_30_10_21_2",2,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"83","Pabay_30_10_21_2",2,"Pabay","Alaria","30/10/2021",30,10,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"84","Pabay_30_10_21_2",2,"Pabay","Alaria","30/10/2021",30,10,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"85","Pabay_30_10_21_3",3,"Pabay","Alaria","30/10/2021",30,10,2021,"plankton_obelia",17,"abundance","Plankton Abundance (cell/L)",NA
"86","Pabay_30_10_21_3",3,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"87","Pabay_30_10_21_3",3,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"88","Pabay_30_10_21_3",3,"Pabay","Alaria","30/10/2021",30,10,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"89","Pabay_30_10_21_3",3,"Pabay","Alaria","30/10/2021",30,10,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"90","Pabay_30_10_21_3",3,"Pabay","Alaria","30/10/2021",30,10,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"91","Pabay_30_10_21_1",1,"Pabay","Saccharina","30/10/2021",30,10,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"92","Pabay_30_10_21_1",1,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"93","Pabay_30_10_21_1",1,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"94","Pabay_30_10_21_1",1,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"95","Pabay_30_10_21_1",1,"Pabay","Saccharina","30/10/2021",30,10,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"96","Pabay_30_10_21_1",1,"Pabay","Saccharina","30/10/2021",30,10,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"97","Pabay_30_10_21_2",2,"Pabay","Saccharina","30/10/2021",30,10,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"98","Pabay_30_10_21_2",2,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"99","Pabay_30_10_21_2",2,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"100","Pabay_30_10_21_2",2,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"101","Pabay_30_10_21_2",2,"Pabay","Saccharina","30/10/2021",30,10,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"102","Pabay_30_10_21_2",2,"Pabay","Saccharina","30/10/2021",30,10,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"103","Pabay_30_10_21_3",3,"Pabay","Saccharina","30/10/2021",30,10,2021,"plankton_obelia",17,"abundance","Plankton Abundance (cell/L)",NA
"104","Pabay_30_10_21_3",3,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"105","Pabay_30_10_21_3",3,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"106","Pabay_30_10_21_3",3,"Pabay","Saccharina","30/10/2021",30,10,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"107","Pabay_30_10_21_3",3,"Pabay","Saccharina","30/10/2021",30,10,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"108","Pabay_30_10_21_3",3,"Pabay","Saccharina","30/10/2021",30,10,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"109","Pabay_13_11_21_1",1,"Pabay","Alaria","13/11/2021",13,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"110","Pabay_13_11_21_1",1,"Pabay","Alaria","13/11/2021",13,11,2021,"otu_obelia_bidentata",0.044065805,"otu","Plankton eDNA (RSV)",NA
"111","Pabay_13_11_21_1",1,"Pabay","Alaria","13/11/2021",13,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"112","Pabay_13_11_21_1",1,"Pabay","Alaria","13/11/2021",13,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"113","Pabay_13_11_21_1",1,"Pabay","Alaria","13/11/2021",13,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"114","Pabay_13_11_21_1",1,"Pabay","Alaria","13/11/2021",13,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"115","Pabay_13_11_21_2",2,"Pabay ","Alaria","13/11/2021",13,11,2021,"plankton_obelia",2,"abundance","Plankton Abundance (cell/L)",NA
"116","Pabay_13_11_21_2",2,"Pabay ","Alaria","13/11/2021",13,11,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"117","Pabay_13_11_21_2",2,"Pabay ","Alaria","13/11/2021",13,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"118","Pabay_13_11_21_2",2,"Pabay ","Alaria","13/11/2021",13,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"119","Pabay_13_11_21_2",2,"Pabay ","Alaria","13/11/2021",13,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"120","Pabay_13_11_21_2",2,"Pabay ","Alaria","13/11/2021",13,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"121","Pabay_13_11_21_3",3,"Pabay","Alaria","13/11/2021",13,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"122","Pabay_13_11_21_3",3,"Pabay","Alaria","13/11/2021",13,11,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"123","Pabay_13_11_21_3",3,"Pabay","Alaria","13/11/2021",13,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"124","Pabay_13_11_21_3",3,"Pabay","Alaria","13/11/2021",13,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"125","Pabay_13_11_21_3",3,"Pabay","Alaria","13/11/2021",13,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"126","Pabay_13_11_21_3",3,"Pabay","Alaria","13/11/2021",13,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"127","Pabay_13_11_21_1",1,"Pabay","Saccharina","13/11/2021",13,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"128","Pabay_13_11_21_1",1,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_bidentata",0.044065805,"otu","Plankton eDNA (RSV)",NA
"129","Pabay_13_11_21_1",1,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"130","Pabay_13_11_21_1",1,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"131","Pabay_13_11_21_1",1,"Pabay","Saccharina","13/11/2021",13,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"132","Pabay_13_11_21_1",1,"Pabay","Saccharina","13/11/2021",13,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"133","Pabay_13_11_21_2",2,"Pabay ","Saccharina","13/11/2021",13,11,2021,"plankton_obelia",2,"abundance","Plankton Abundance (cell/L)",NA
"134","Pabay_13_11_21_2",2,"Pabay ","Saccharina","13/11/2021",13,11,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"135","Pabay_13_11_21_2",2,"Pabay ","Saccharina","13/11/2021",13,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"136","Pabay_13_11_21_2",2,"Pabay ","Saccharina","13/11/2021",13,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"137","Pabay_13_11_21_2",2,"Pabay ","Saccharina","13/11/2021",13,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"138","Pabay_13_11_21_2",2,"Pabay ","Saccharina","13/11/2021",13,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"139","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"140","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"141","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"142","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"143","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"144","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"145","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"146","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_bidentata",0.193861066,"otu","Plankton eDNA (RSV)",NA
"147","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"148","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"149","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"150","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"151","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"152","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"153","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"154","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"155","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"156","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"157","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"158","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_bidentata",0.251005632,"otu","Plankton eDNA (RSV)",NA
"159","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"160","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"161","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
