"","tag_no.x","tag_colour","seaweed_id","rock_no","date_sampled","blade_length","notes","blade_side","blade_zone","blade_no","sp","colony_length_max","colony_area","no_h","no_m","no_long_m","tank","origin","tag_color","tag_no.y","rock_number","date","longest_blade","collected_from","biofouling_removed_14_5_25","no_blades","initial_tank","nutrient_treatment_tank","main_experiment_tank","turbulence","nutrient_treatment","swab_prior_enrichment","swab_after_ernichment_16_5","total_colony_area"
"28","17","blue","AB17",NA,"12/06/2025",NA,"","y","middle",NA,"ep","1",0.523598776,NA,NA,NA,NA,"Adult_local","Blue",17,NA,"12_5_2025",190,"farland","hydro=112;bryo=8;maerl2",NA,NA,5,6,"High","N","49","112",4.167846255
"29","17","blue","AB17",NA,"12/06/2025",NA,"","y","middle",NA,"ep","1.2",0.753982237,NA,NA,NA,NA,"Adult_local","Blue",17,NA,"12_5_2025",190,"farland","hydro=112;bryo=8;maerl2",NA,NA,5,6,"High","N","49","112",4.167846255
"30","17","blue","AB17",NA,"12/06/2025",NA,"","y","tip",NA,"ep","1",0.523598776,10,1,NA,NA,"Adult_local","Blue",17,NA,"12_5_2025",190,"farland","hydro=112;bryo=8;maerl2",NA,NA,5,6,"High","N","49","112",4.167846255
"31","17","blue","AB17",NA,"12/06/2025",NA,"","y","tip",NA,"ep","1.2",0.753982237,NA,NA,NA,NA,"Adult_local","Blue",17,NA,"12_5_2025",190,"farland","hydro=112;bryo=8;maerl2",NA,NA,5,6,"High","N","49","112",4.167846255
"32","17","blue","AB17",NA,"12/06/2025",NA,"","y","tip",NA,"ep","1",0.523598776,NA,NA,NA,NA,"Adult_local","Blue",17,NA,"12_5_2025",190,"farland","hydro=112;bryo=8;maerl2",NA,NA,5,6,"High","N","49","112",4.167846255
"33","17","blue","AB17",NA,"12/06/2025",NA,"","y","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",17,NA,"12_5_2025",190,"farland","hydro=112;bryo=8;maerl2",NA,NA,5,6,"High","N","49","112",1.390154753
"34","17","blue","AB17",NA,"12/06/2025",NA,"","y","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",17,NA,"12_5_2025",190,"farland","hydro=112;bryo=8;maerl2",NA,NA,5,6,"High","N","49","112",1.390154753
"35","18","blue","AB18",NA,"04/06/2025",NA,"","x","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",0
"36","18","blue","AB18",NA,"04/06/2025",NA,"","x","middle",NA,"mm","1",0.785398163,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.837831702
"37","18","blue","AB18",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.837831702
"38","18","blue","AB18",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.837831702
"39","18","blue","AB18",NA,"04/06/2025",NA,"","x","tip",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",0
"40","18","blue","AB18",NA,"04/06/2025",NA,"","y","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",0
"41","18","blue","AB18",NA,"04/06/2025",NA,"","y","middle",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.837831702
"42","18","blue","AB18",NA,"04/06/2025",NA,"","y","tip",NA,"mm","1",0.785398163,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.837831702
"43","18","blue","AB18",NA,"04/06/2025",NA,"","y","tip",NA,"ep","0.5",0.130899694,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",0.214675498
"44","18","blue","AB18",NA,"04/06/2025",NA,"","y","tip",NA,"ep","0.4",0.083775804,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",0.214675498
"45","18","blue","AB18",NA,"12/06/2025",NA,"broken at middle - 76cm remianing","x","base",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.398008731
"46","18","blue","AB18",NA,"12/06/2025",NA,"","x","base",NA,"mm","0.1",0.007853982,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.398008731
"47","18","blue","AB18",NA,"12/06/2025",NA,"","x","middle",NA,"mm","1",0.785398163,1,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.398008731
"48","18","blue","AB18",NA,"12/06/2025",NA,"","y","base",NA,"mm","0.4",0.125663706,NA,4,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.398008731
"49","18","blue","AB18",NA,"12/06/2025",NA,"","y","middle",NA,"mm","0.4",0.125663706,4,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.398008731
"50","18","blue","AB18",NA,"12/06/2025",NA,"","y","middle",NA,"mm","0.5",0.196349541,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.398008731
"51","18","blue","AB18",NA,"12/06/2025",NA,"","y","middle",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",18,NA,"12_5_2025",120,"farland","hydro=6;bryo=1",NA,NA,5,4,"High","N","50","115",1.398008731
"52","19","blue","AB19",NA,"04/06/2025",NA,"","x","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",0
"53","19","blue","AB19",NA,"04/06/2025",NA,"","x","middle",NA,"","",NA,2,1,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",0
"54","19","blue","AB19",NA,"04/06/2025",NA,"","x","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",0.573340661
"55","19","blue","AB19",NA,"04/06/2025",NA,"","y","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",0
"56","19","blue","AB19",NA,"04/06/2025",NA,"","y","middle",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",0.573340661
"57","19","blue","AB19",NA,"04/06/2025",NA,"","y","middle",NA,"mm","0.1",0.007853982,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",0.573340661
"58","19","blue","AB19",NA,"04/06/2025",NA,"","y","tip",NA,"mm","0.8",0.502654825,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",0.573340661
"59","19","blue","AB19",NA,"12/06/2025",NA,"","x","base",NA,"","",NA,NA,2,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",0
"60","19","blue","AB19",NA,"12/06/2025",NA,"","x","middle",NA,"mm","1",0.785398163,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",2.3090706
"61","19","blue","AB19",NA,"12/06/2025",NA,"","x","middle",NA,"ep","1",0.523598776,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",8.335692507
"62","19","blue","AB19",NA,"12/06/2025",NA,"","x","tip",NA,"ep","1.4",1.0262536,NA,1,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",8.335692507
"63","19","blue","AB19",NA,"12/06/2025",NA,"","y","base",NA,"mm","0.5",0.196349541,NA,3,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",2.3090706
"64","19","blue","AB19",NA,"12/06/2025",NA,"","y","middle",NA,"mm","1.2",1.130973355,3,4,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",2.3090706
"65","19","blue","AB19",NA,"12/06/2025",NA,"","y","middle",NA,"ep","1.4",1.0262536,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",8.335692507
"66","19","blue","AB19",NA,"12/06/2025",NA,"","y","middle",NA,"ep","0.2",0.020943951,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",8.335692507
"67","19","blue","AB19",NA,"12/06/2025",NA,"","y","tip",NA,"ep","3",4.71238898,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",8.335692507
"68","19","blue","AB19",NA,"12/06/2025",NA,"","y","tip",NA,"ep","1.4",1.0262536,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",8.335692507
"69","19","blue","AB19",NA,"12/06/2025",NA,"","y","tip",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",2.3090706
"70","19","blue","AB19",NA,"12/06/2025",NA,"","y","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",19,NA,"12_5_2025",150,"farland","bryo=1;hydro=28;maerl=5",NA,NA,6,5,"Low","P","51","136",2.3090706
"71","20","blue","AB20",NA,"04/06/2025",NA,"","x","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",0
"72","20","blue","AB20",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.5",0.196349541,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",1.028871596
"73","20","blue","AB20",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",1.028871596
"74","20","blue","AB20",NA,"04/06/2025",NA,"","x","tip",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",0
"75","20","blue","AB20",NA,"04/06/2025",NA,"","y","base",NA,"mm","0.5",0.196349541,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",1.028871596
"76","20","blue","AB20",NA,"04/06/2025",NA,"","y","base",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",1.028871596
"77","20","blue","AB20",NA,"04/06/2025",NA,"","y","base",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",1.028871596
"78","20","blue","AB20",NA,"04/06/2025",NA,"","y","middle",NA,"mm","0.8",0.502654825,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",1.028871596
"79","20","blue","AB20",NA,"04/06/2025",NA,"","y","tip",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",20,NA,"12_5_2025",270,"farland","bryo=4;hydro=14;snail=1",NA,NA,7,4,"High","C","52","153",0
"80","21","blue","AB21",NA,"04/06/2025",NA,"","x","base",NA,"ep","1",0.523598776,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",2.617993878
"81","21","blue","AB21",NA,"04/06/2025",NA,"","x","middle",NA,"mm","0.5",0.196349541,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",0.196349541
"82","21","blue","AB21",NA,"04/06/2025",NA,"","x","tip",NA,"ep","2",2.094395102,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",2.617993878
"83","21","blue","AB21",NA,"04/06/2025",NA,"","y","base",NA,"","na",NA,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",0
"84","21","blue","AB21",NA,"04/06/2025",NA,"","y","middle",NA,"","na",NA,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",0
"85","21","blue","AB21",NA,"04/06/2025",NA,"","y","tip",NA,"","na",NA,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",0
"86","21","blue","AB21",NA,"12/06/2025",NA,"","x","base",NA,"","",NA,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",0
"87","21","blue","AB21",NA,"12/06/2025",NA,"","x","middle",NA,"mm","1",0.785398163,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",4.264712029
"88","21","blue","AB21",NA,"12/06/2025",NA,"","x","tip",NA,"ep","1.2",0.753982237,9,3,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",3.183480555
"89","21","blue","AB21",NA,"12/06/2025",NA,"","x","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",4.264712029
"90","21","blue","AB21",NA,"12/06/2025",NA,"","x","tip",NA,"mm","0.2",0.031415927,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",4.264712029
"91","21","blue","AB21",NA,"12/06/2025",NA,"","x","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",4.264712029
"92","21","blue","AB21",NA,"12/06/2025",NA,"","x","tip",NA,"mm","0.1",0.007853982,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",4.264712029
"93","21","blue","AB21",NA,"12/06/2025",NA,"","y","base",NA,"mm","2",3.141592654,NA,4,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",4.264712029
"94","21","blue","AB21",NA,"12/06/2025",NA,"","y","middle",NA,"","",NA,2,10,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",0
"95","21","blue","AB21",NA,"12/06/2025",NA,"","y","tip",NA,"ep","2",2.094395102,3,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",3.183480555
"96","21","blue","AB21",NA,"12/06/2025",NA,"","y","tip",NA,"ep","0.8",0.335103216,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",3.183480555
"97","21","blue","AB21",NA,"12/06/2025",NA,"","y","tip",NA,"mm","0.3",0.070685835,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",4.264712029
"98","21","blue","AB21",NA,"12/06/2025",NA,"","y","tip",NA,"mm","0.4",0.125663706,NA,NA,NA,NA,"Adult_local","Blue",21,NA,"12_5_2025",240,"farland","hydro=59;bryo=10;snail=1;maerl=1",NA,NA,6,2,"High","P","53","137",4.264712029
"99","100notag","","AB22",NA,"04/06/2025",NA,"tag detached_100","x","base",NA,"","",NA,NA,NA,NA,5,"Adult_local","Blue",22,NA,"12_5_2025",250,"farland","hydro=345;bryo=1",NA,NA,7,5,"Low","C","54","155",0
"100","100notag","","AB22",NA,"04/06/2025",NA,"tag detached_100","x","middle",NA,"ep","0.3",0.04712389,NA,NA,NA,5,"Adult_local","Blue",22,NA,"12_5_2025",250,"farland","hydro=345;bryo=1",NA,NA,7,5,"Low","C","54","155",0.95818576
"101","100notag","","AB22",NA,"04/06/2025",NA,"tag detached_100","x","tip",NA,"ep","0.5",0.130899694,NA,1,NA,5,"Adult_local","Blue",22,NA,"12_5_2025",250,"farland","hydro=345;bryo=1",NA,NA,7,5,"Low","C","54","155",0.95818576
"102","100notag","","AB22",NA,"04/06/2025",NA,"tag detached_100","y","base",NA,"","",NA,NA,NA,NA,5,"Adult_local","Blue",22,NA,"12_5_2025",250,"farland","hydro=345;bryo=1",NA,NA,7,5,"Low","C","54","155",0
"103","100notag","","AB22",NA,"04/06/2025",NA,"tag detached_100","y","middle",NA,"ep","0.3",0.04712389,10,NA,NA,5,"Adult_local","Blue",22,NA,"12_5_2025",250,"farland","hydro=345;bryo=1",NA,NA,7,5,"Low","C","54","155",0.95818576
