tag_no,tag_colour,seaweed_id,rock_no,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,species,colony_length_max,colony_area,hydrozoan_count,spirobranchus_count,no_long_m
13,blue,AB13,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.3,0.070685835,,,
13,blue,AB13,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.3,0.070685835,,,
13,blue,AB13,,12/06/2025,,not on datasheet,y,tip,,Pilosa,1.2,0.753982237,6,,
13,blue,AB13,,12/06/2025,,not on datasheet,y,tip,,Pilosa,1.1,0.633554518,,,
14,blue,AB14,,12/06/2025,,not on datasheet,x,base,,Membranipora,2,3.141592654,,3,
14,blue,AB14,,12/06/2025,,not on datasheet,x,middle,,Membranipora,1.5,1.767145868,4,2,
14,blue,AB14,,12/06/2025,,not on datasheet,x,middle,,Pilosa,1.1,0.633554518,,,
14,blue,AB14,,12/06/2025,,not on datasheet,x,tip,,Membranipora,0.4,0.125663706,,,
14,blue,AB14,,12/06/2025,,not on datasheet,x,tip,,Membranipora,0.5,0.196349541,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,base,,Membranipora,0.3,0.070685835,,1,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,1.2,1.130973355,10,2,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,1.4,1.5393804,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.4,0.125663706,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.3,0.070685835,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.2,0.031415927,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.1,0.007853982,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.2,0.031415927,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.1,0.007853982,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Membranipora,0.4,0.125663706,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,middle,,Pilosa,1.3,0.884881931,,,
14,blue,AB14,,12/06/2025,,not on datasheet,y,tip,,Pilosa,0.5,0.130899694,1,1,
17,blue,AB17,,04/06/2025,,,x,base,,,,,,,
17,blue,AB17,,04/06/2025,,,x,middle,,Pilosa,0.5,0.130899694,4,,
17,blue,AB17,,04/06/2025,,,x,middle,,Membranipora,0.5,0.196349541,,,
17,blue,AB17,,04/06/2025,,,x,middle,,Membranipora,0.3,0.070685835,,,
17,blue,AB17,,04/06/2025,,,x,middle,,Membranipora,0.2,0.031415927,,,
17,blue,AB17,,04/06/2025,,,x,tip,,Pilosa,0.5,0.130899694,3,2,
17,blue,AB17,,04/06/2025,,,y,base,,Pilosa,0.4,0.083775804,,,
17,blue,AB17,,04/06/2025,,,y,middle,,Membranipora,0.5,0.196349541,,,
17,blue,AB17,,04/06/2025,,,y,middle,,Membranipora,0.3,0.070685835,,,
17,blue,AB17,,04/06/2025,,,y,middle,,Membranipora,0.2,0.031415927,,,
17,blue,AB17,,04/06/2025,,,y,middle,,Pilosa,1,0.523598776,,,
17,blue,AB17,,04/06/2025,,,y,tip,,Pilosa,0.5,0.130899694,5,1,
17,blue,AB17,,12/06/2025,,,x,base,,,,,,,
17,blue,AB17,,12/06/2025,,,x,middle,,Pilosa,0.8,0.335103216,1,,
17,blue,AB17,,12/06/2025,,,x,middle,,Membranipora,1,0.785398163,,,
17,blue,AB17,,12/06/2025,,,x,middle,,Membranipora,0.1,0.007853982,,,
17,blue,AB17,,12/06/2025,,,x,middle,,Membranipora,0.1,0.007853982,,,
17,blue,AB17,,12/06/2025,,,x,middle,,Membranipora,0.1,0.007853982,,,
17,blue,AB17,,12/06/2025,,,x,middle,,Membranipora,0.2,0.031415927,,,
17,blue,AB17,,12/06/2025,,,x,middle,,Membranipora,0.1,0.007853982,,,
17,blue,AB17,,12/06/2025,,,x,middle,,Membranipora,0.1,0.007853982,,,
17,blue,AB17,,12/06/2025,,,x,middle,,Membranipora,0.1,0.007853982,,,
17,blue,AB17,,12/06/2025,,,x,tip,,Pilosa,1.2,0.753982237,2,,
17,blue,AB17,,12/06/2025,,,x,tip,,Membranipora,0.3,0.070685835,,,
17,blue,AB17,,12/06/2025,,,y,base,,,,,6,2,
17,blue,AB17,,12/06/2025,,,y,middle,,Membranipora,0.3,0.070685835,,,
17,blue,AB17,,12/06/2025,,,y,middle,,Membranipora,0.6,0.282743339,,,
17,blue,AB17,,12/06/2025,,,y,middle,,Pilosa,1,0.523598776,,,
17,blue,AB17,,12/06/2025,,,y,middle,,Pilosa,1.2,0.753982237,,,
17,blue,AB17,,12/06/2025,,,y,tip,,Pilosa,1,0.523598776,10,1,
17,blue,AB17,,12/06/2025,,,y,tip,,Pilosa,1.2,0.753982237,,,
17,blue,AB17,,12/06/2025,,,y,tip,,Pilosa,1,0.523598776,,,
17,blue,AB17,,12/06/2025,,,y,tip,,Membranipora,0.3,0.070685835,,,
17,blue,AB17,,12/06/2025,,,y,tip,,Membranipora,0.2,0.031415927,,,
18,blue,AB18,,04/06/2025,,,x,base,,,,,,,
18,blue,AB18,,04/06/2025,,,x,middle,,Membranipora,1,0.785398163,,,
18,blue,AB18,,04/06/2025,,,x,middle,,Membranipora,0.3,0.070685835,,,
18,blue,AB18,,04/06/2025,,,x,middle,,Membranipora,0.3,0.070685835,,,
18,blue,AB18,,04/06/2025,,,x,tip,,,,,,,
18,blue,AB18,,04/06/2025,,,y,base,,,,,,,
18,blue,AB18,,04/06/2025,,,y,middle,,Membranipora,0.4,0.125663706,,,
18,blue,AB18,,04/06/2025,,,y,tip,,Membranipora,1,0.785398163,,,
18,blue,AB18,,04/06/2025,,,y,tip,,Pilosa,0.5,0.130899694,,,
18,blue,AB18,,04/06/2025,,,y,tip,,Pilosa,0.4,0.083775804,,,
18,blue,AB18,,12/06/2025,,broken at middle - 76cm remianing,x,base,,Membranipora,0.2,0.031415927,,,
18,blue,AB18,,12/06/2025,,,x,base,,Membranipora,0.1,0.007853982,,,
18,blue,AB18,,12/06/2025,,,x,middle,,Membranipora,1,0.785398163,1,,
18,blue,AB18,,12/06/2025,,,y,base,,Membranipora,0.4,0.125663706,,4,
18,blue,AB18,,12/06/2025,,,y,middle,,Membranipora,0.4,0.125663706,4,,
18,blue,AB18,,12/06/2025,,,y,middle,,Membranipora,0.5,0.196349541,,,
18,blue,AB18,,12/06/2025,,,y,middle,,Membranipora,0.4,0.125663706,,,
19,blue,AB19,,04/06/2025,,,x,base,,,,,,,
19,blue,AB19,,04/06/2025,,,x,middle,,,,,2,1,
19,blue,AB19,,04/06/2025,,,x,tip,,Membranipora,0.2,0.031415927,,,
19,blue,AB19,,04/06/2025,,,y,base,,,,,,,
19,blue,AB19,,04/06/2025,,,y,middle,,Membranipora,0.2,0.031415927,,,
19,blue,AB19,,04/06/2025,,,y,middle,,Membranipora,0.1,0.007853982,,,
19,blue,AB19,,04/06/2025,,,y,tip,,Membranipora,0.8,0.502654825,,,
19,blue,AB19,,12/06/2025,,,x,base,,,,,,2,
19,blue,AB19,,12/06/2025,,,x,middle,,Membranipora,1,0.785398163,,,
19,blue,AB19,,12/06/2025,,,x,middle,,Pilosa,1,0.523598776,,,
19,blue,AB19,,12/06/2025,,,x,tip,,Pilosa,1.4,1.0262536,,1,
19,blue,AB19,,12/06/2025,,,y,base,,Membranipora,0.5,0.196349541,,3,
19,blue,AB19,,12/06/2025,,,y,middle,,Membranipora,1.2,1.130973355,3,4,
19,blue,AB19,,12/06/2025,,,y,middle,,Pilosa,1.4,1.0262536,,,
19,blue,AB19,,12/06/2025,,,y,middle,,Pilosa,0.2,0.020943951,,,
19,blue,AB19,,12/06/2025,,,y,tip,,Pilosa,3,4.71238898,,,
19,blue,AB19,,12/06/2025,,,y,tip,,Pilosa,1.4,1.0262536,,,
19,blue,AB19,,12/06/2025,,,y,tip,,Membranipora,0.4,0.125663706,,,
19,blue,AB19,,12/06/2025,,,y,tip,,Membranipora,0.3,0.070685835,,,
20,blue,AB20,,04/06/2025,,,x,base,,,,,,,
20,blue,AB20,,04/06/2025,,,x,middle,,Membranipora,0.5,0.196349541,,,
20,blue,AB20,,04/06/2025,,,x,middle,,Membranipora,0.3,0.070685835,,,
20,blue,AB20,,04/06/2025,,,x,tip,,,,,,,
20,blue,AB20,,04/06/2025,,,y,base,,Membranipora,0.5,0.196349541,,,
20,blue,AB20,,04/06/2025,,,y,base,,Membranipora,0.2,0.031415927,,,
20,blue,AB20,,04/06/2025,,,y,base,,Membranipora,0.2,0.031415927,,,
20,blue,AB20,,04/06/2025,,,y,middle,,Membranipora,0.8,0.502654825,,,
20,blue,AB20,,04/06/2025,,,y,tip,,,,,,,
21,blue,AB21,,04/06/2025,,,x,base,,Pilosa,1,0.523598776,,,
21,blue,AB21,,04/06/2025,,,x,middle,,Membranipora,0.5,0.196349541,,,
21,blue,AB21,,04/06/2025,,,x,tip,,Pilosa,2,2.094395102,,,
21,blue,AB21,,04/06/2025,,,y,base,,,na,,,,
21,blue,AB21,,04/06/2025,,,y,middle,,,na,,,,
21,blue,AB21,,04/06/2025,,,y,tip,,,na,,,,
21,blue,AB21,,12/06/2025,,,x,base,,,,,,,
21,blue,AB21,,12/06/2025,,,x,middle,,Membranipora,1,0.785398163,,,
21,blue,AB21,,12/06/2025,,,x,tip,,Pilosa,1.2,0.753982237,9,3,
21,blue,AB21,,12/06/2025,,,x,tip,,Membranipora,0.2,0.031415927,,,
21,blue,AB21,,12/06/2025,,,x,tip,,Membranipora,0.2,0.031415927,,,
21,blue,AB21,,12/06/2025,,,x,tip,,Membranipora,0.3,0.070685835,,,
21,blue,AB21,,12/06/2025,,,x,tip,,Membranipora,0.1,0.007853982,,,
21,blue,AB21,,12/06/2025,,,y,base,,Membranipora,2,3.141592654,,4,
21,blue,AB21,,12/06/2025,,,y,middle,,,,,2,10,
21,blue,AB21,,12/06/2025,,,y,tip,,Pilosa,2,2.094395102,3,,
21,blue,AB21,,12/06/2025,,,y,tip,,Pilosa,0.8,0.335103216,,,
21,blue,AB21,,12/06/2025,,,y,tip,,Membranipora,0.3,0.070685835,,,
21,blue,AB21,,12/06/2025,,,y,tip,,Membranipora,0.4,0.125663706,,,
100notag,,AB22,,04/06/2025,,tag detached_100,x,base,,,,,,,
100notag,,AB22,,04/06/2025,,tag detached_100,x,middle,,Pilosa,0.3,0.04712389,,,
100notag,,AB22,,04/06/2025,,tag detached_100,x,tip,,Pilosa,0.5,0.130899694,,1,
100notag,,AB22,,04/06/2025,,tag detached_100,y,base,,,,,,,
100notag,,AB22,,04/06/2025,,tag detached_100,y,middle,,Pilosa,0.3,0.04712389,10,,
100notag,,AB22,,04/06/2025,,tag detached_100,y,tip,,Pilosa,0.6,0.188495559,5,,
100notag,,AB22,,04/06/2025,,tag detached_100,y,tip,,Membranipora,0.8,0.502654825,,,
100notag,,AB22,,04/06/2025,,tag detached_100,y,tip,,Membranipora,0.4,0.125663706,,,
100notag,,AB22,,04/06/2025,,tag detached_100,y,tip,,Pilosa,1,0.523598776,,,
100notag,,AB22,,04/06/2025,,tag detached_100,y,tip,,Pilosa,0.2,0.020943951,,,
23,blue,AB23,,04/06/2025,,,x,base,,Membranipora,0.5,0.196349541,,,
23,blue,AB23,,04/06/2025,,,x,middle,,Membranipora,0.5,0.196349541,,,
23,blue,AB23,,04/06/2025,,,x,tip,,,na,,,,
23,blue,AB23,,04/06/2025,,,y,base,,,,,,1,
23,blue,AB23,,04/06/2025,,,y,middle,,,na,,,,
23,blue,AB23,,04/06/2025,,,y,tip,,Membranipora,0.1,0.007853982,,,
23,blue,AB23,,04/06/2025,,,y,tip,,Membranipora,0.4,0.125663706,,,
23,blue,AB23,,04/06/2025,,,y,middle,,Pilosa,0.4,0.083775804,,,
23,blue,AB23,,04/06/2025,,,y,tip,,Membranipora,0.6,0.282743339,10,,
23,blue,AB23,,04/06/2025,,,y,tip,,Membranipora,0.4,0.125663706,,,
23,blue,AB23,,04/06/2025,,,y,tip,,Membranipora,1,0.785398163,,,
23,blue,AB23,,04/06/2025,,,y,tip,,Membranipora,0.3,0.070685835,,,
110notag,,AG34,,12/06/2025,,tag detached,x,base,,Membranipora,1,0.785398163,,1,
110notag,,AG34,,12/06/2025,,tag detached,x,base,,Membranipora,0.5,0.196349541,,,
110notag,,AG34,,12/06/2025,,tag detached,x,base,,Pilosa,1.3,0.884881931,,,
110notag,,AG34,,12/06/2025,,tag detached,x,base,,Membranipora,0.9,0.636172512,,,
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,Pilosa,1,0.523598776,4,5,
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,Pilosa,0.9,0.424115008,,,
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,Membranipora,1.5,1.767145868,,,
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,Membranipora,0.6,0.282743339,,,
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,Membranipora,0.6,0.282743339,,,
110notag,,AG34,,12/06/2025,,tag detached,x,middle,,Membranipora,0.2,0.031415927,,,
24,blue,AB24,,04/06/2025,,,x,base,,,,,,,
24,blue,AB24,,04/06/2025,,,x,middle,,,,,,,
24,blue,AB24,,04/06/2025,,,x,tip,,Pilosa,0.5,0.130899694,,,
24,blue,AB24,,04/06/2025,,,y,base,,,,,,,
24,blue,AB24,,04/06/2025,,,y,middle,,Membranipora,0.1,0.007853982,4,,
24,blue,AB24,,04/06/2025,,,y,tip,,Pilosa,1,0.523598776,,,
24,blue,AB24,,04/06/2025,,,y,tip,,Pilosa,0.8,0.335103216,,,
24,blue,AB24,,04/06/2025,,,y,tip,,Pilosa,0.3,0.04712389,,,
24,blue,AB24,,04/06/2025,,,y,tip,,Pilosa,0.3,0.04712389,,,
24,blue,AB24,,04/06/2025,,,y,tip,,Pilosa,0.8,0.335103216,,,
24,blue,AB24,,04/06/2025,,,y,tip,,Membranipora,0.2,0.031415927,,,
24,blue,AB24,,04/06/2025,,,y,tip,,Membranipora,0.1,0.007853982,,,
24,blue,AB24,,12/06/2025,,,x,base,,,,,,,
24,blue,AB24,,12/06/2025,,,x,middle,,,,,2,,
24,blue,AB24,,12/06/2025,,,x,tip,,Membranipora,0.4,0.125663706,,,
24,blue,AB24,,12/06/2025,,,y,base,,,,,,,
24,blue,AB24,,12/06/2025,,,y,middle,,,,,3,,
24,blue,AB24,,12/06/2025,,,y,tip,,Membranipora,0.4,0.125663706,2,,
24,blue,AB24,,12/06/2025,,,y,tip,,Membranipora,0.3,0.070685835,,,
25,blue,AB25,,04/06/2025,,,x,base,,,,,30%,,
25,blue,AB25,,04/06/2025,,,x,middle,,Pilosa,0.5,0.130899694,,,
25,blue,AB25,,04/06/2025,,,x,tip,,Pilosa,1,0.523598776,6,,
25,blue,AB25,,04/06/2025,,,y,base,,,na,,,,
25,blue,AB25,,04/06/2025,,,y,middle,,,,,6,1,
25,blue,AB25,,04/06/2025,,,y,tip,,,na,,6,,
25,blue,AB25,,12/06/2025,,,x,base,,,,,,2,
25,blue,AB25,,12/06/2025,,,x,middle,,,,,2,4,
25,blue,AB25,,12/06/2025,,,x,tip,,Pilosa,0.7,0.2565634,,,
25,blue,AB25,,12/06/2025,,,x,tip,,Pilosa,0.7,0.2565634,,,
25,blue,AB25,,12/06/2025,,,x,tip,,Membranipora,0.2,0.031415927,,,
25,blue,AB25,,12/06/2025,,,y,base,,Pilosa,0.5,0.130899694,,2,
25,blue,AB25,,12/06/2025,,,y,base,,Pilosa,0.4,0.083775804,,,
25,blue,AB25,,12/06/2025,,,y,middle,,Membranipora,1,0.785398163,10,,
25,blue,AB25,,12/06/2025,,,y,middle,,Membranipora,0.5,0.196349541,,,
25,blue,AB25,,12/06/2025,,,y,tip,,Membranipora,0.2,0.031415927,10,4,
25,blue,AB25,,12/06/2025,,,y,tip,,Membranipora,0.1,0.007853982,,,
26,blue,AB26,,04/06/2025,,,x,base,,,,,,,
26,blue,AB26,,04/06/2025,,,x,middle,,,,,,,
26,blue,AB26,,04/06/2025,,,x,tip,,Membranipora,0.3,0.070685835,,,
26,blue,AB26,,04/06/2025,,,y,base,,,,,,,
26,blue,AB26,,04/06/2025,,,y,middle,,Membranipora,1.2,1.130973355,,,
26,blue,AB26,,04/06/2025,,,y,middle,,Membranipora,1.3,1.327322896,,,
26,blue,AB26,,04/06/2025,,,y,tip,,,,,,,
26,blue,AB26,,12/06/2025,,,x,base,,,,,,,
26,blue,AB26,,12/06/2025,,,x,middle,,Membranipora,0.3,0.070685835,,1,
26,blue,AB26,,12/06/2025,,,x,tip,,Membranipora,0.3,0.070685835,,,
26,blue,AB26,,12/06/2025,,,x,tip,,Membranipora,0.3,0.070685835,,,
26,blue,AB26,,12/06/2025,,,x,tip,,Membranipora,0.3,0.070685835,,,
26,blue,AB26,,12/06/2025,,,y,base,,,,,,4,
26,blue,AB26,,12/06/2025,,,y,middle,,Membranipora,0.8,0.502654825,,,
26,blue,AB26,,12/06/2025,,,y,middle,,Membranipora,0.2,0.031415927,,,
26,blue,AB26,,12/06/2025,,,y,middle,,Membranipora,0.2,0.031415927,,,
26,blue,AB26,,12/06/2025,,,y,tip,,Pilosa,0.8,0.335103216,,,1
26,blue,AB26,,12/06/2025,,,y,tip,,Membranipora,0.2,0.031415927,,,
27,blue,AB27,,04/06/2025,,,x,base,,,,,,,
27,blue,AB27,,04/06/2025,,,x,middle,,,,,,,
27,blue,AB27,,04/06/2025,,,x,tip,,Pilosa,0.5,0.130899694,,1,
27,blue,AB27,,04/06/2025,,,x,tip,,Pilosa,0.5,0.130899694,,,
27,blue,AB27,,04/06/2025,,,y,base,,,,,,1,
27,blue,AB27,,04/06/2025,,,y,middle,,,,,,,
27,blue,AB27,,04/06/2025,,,y,tip,,,,,,,
27,blue,AB27,,12/06/2025,,,x,base,,,,,,,
27,blue,AB27,,12/06/2025,,,x,middle,,Membranipora,0.2,0.031415927,1,,
27,blue,AB27,,12/06/2025,,,x,middle,,Membranipora,0.1,0.007853982,,,
27,blue,AB27,,12/06/2025,,,x,middle,,Membranipora,0.1,0.007853982,,,
27,blue,AB27,,12/06/2025,,,x,middle,,Membranipora,0.2,0.031415927,,,
27,blue,AB27,,12/06/2025,,,x,tip,,Pilosa,1.2,0.753982237,,2,
27,blue,AB27,,12/06/2025,,,x,tip,,Pilosa,0.5,0.130899694,,,
27,blue,AB27,,12/06/2025,,,x,tip,,Membranipora,0.2,0.031415927,,,
27,blue,AB27,,12/06/2025,,,x,tip,,Membranipora,0.3,0.070685835,,,
27,blue,AB27,,12/06/2025,,,y,base,,,,,,2,
27,blue,AB27,,12/06/2025,,,y,middle,,,1,,2,2,
27,blue,AB27,,12/06/2025,,,y,middle,,,0.2,,,,
27,blue,AB27,,12/06/2025,,,y,tip,,Pilosa,1.5,1.178097245,2,,
27,blue,AB27,,12/06/2025,,,y,tip,,Pilosa,1,0.523598776,,,
27,blue,AB27,,12/06/2025,,,y,tip,,Membranipora,0.8,0.502654825,,,
27,blue,AB27,,12/06/2025,,,y,tip,,Pilosa,0.4,0.083775804,,,
28,blue,AB28,,04/06/2025,,,x,base,,,,,,,
28,blue,AB28,,04/06/2025,,,x,middle,,Pilosa,0.5,0.130899694,4,,
28,blue,AB28,,04/06/2025,,,x,middle,,Membranipora,0.5,0.196349541,,,
28,blue,AB28,,04/06/2025,,,x,middle,,Membranipora,0.3,0.070685835,,,
28,blue,AB28,,04/06/2025,,,x,middle,,Membranipora,0.2,0.031415927,,,
28,blue,AB28,,04/06/2025,,,y,base,,,,,,,
28,blue,AB28,,04/06/2025,,,y,middle,,Pilosa,0.4,0.083775804,,,
28,blue,AB28,,04/06/2025,,,y,middle,,Pilosa,0.4,0.083775804,,,
28,blue,AB28,,04/06/2025,,,y,middle,,Membranipora,0.3,0.070685835,,,
28,blue,AB28,,04/06/2025,,,y,tip,,,,,,,
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,Pilosa,1.5,1.178097245,,1,
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,Membranipora,1,0.785398163,,,
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,Membranipora,0.8,0.502654825,,,
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,Pilosa,1.9,1.89019158,,,
110notag,,AG34,,12/06/2025,,tag detached,x,tip,,Pilosa,1.2,0.753982237,,,
110notag,,AG34,,12/06/2025,,tag detached,y,base,,,,,,,
110notag,,AG34,,12/06/2025,,tag detached,y,middle,,Membranipora,0.3,0.070685835,2,3,
110notag,,AG34,,12/06/2025,,tag detached,y,middle,,Membranipora,0.2,0.031415927,,,
110notag,,AG34,,12/06/2025,,tag detached,y,tip,,Pilosa,1.4,1.0262536,,,
110notag,,AG34,,12/06/2025,,tag detached,y,tip,,Pilosa,0.8,0.335103216,4,,
120notag,,AG44,,12/06/2025,,tag detached,x,base,,Pilosa,0.5,0.130899694,,1,
120notag,,AG44,,12/06/2025,,tag detached,x,middle,,Pilosa,1.2,0.753982237,,,
120notag,,AG44,,12/06/2025,,tag detached,x,middle,,Membranipora,0.3,0.070685835,,,
120notag,,AG44,,12/06/2025,,tag detached,x,middle,,Membranipora,0.1,0.007853982,,,
120notag,,AG44,,12/06/2025,,tag detached,x,middle,,Membranipora,0.3,0.070685835,,,
120notag,,AG44,,12/06/2025,,tag detached,x,middle,,Membranipora,0.1,0.007853982,,,
120notag,,AG44,,12/06/2025,,tag detached,x,middle,,Pilosa,0.5,0.130899694,,,
120notag,,AG44,,12/06/2025,,tag detached,x,tip,,Membranipora,2,3.141592654,,,
120notag,,AG44,,12/06/2025,,tag detached,y,base,,Membranipora,1.5,1.767145868,,,
120notag,,AG44,,12/06/2025,,tag detached,y,base,,Membranipora,0.5,0.196349541,,,
120notag,,AG44,,12/06/2025,,tag detached,y,base,,Pilosa,1.5,1.178097245,,3,
120notag,,AG44,,12/06/2025,,tag detached,y,middle,,,,,,,
120notag,,AG44,,12/06/2025,,tag detached,y,tip,,,,,,1,
120notag,,AG44,,12/06/2025,,tag detached,x,base,,,,,,2,
120notag,,AG44,,12/06/2025,,tag detached,x,middle,,Pilosa,1.4,1.0262536,,6,
120notag,,AG44,,12/06/2025,,tag detached,x,tip,,Pilosa,0.5,0.130899694,,1,
120notag,,AG44,,12/06/2025,,tag detached,x,tip,,Pilosa,0.4,0.083775804,,,
120notag,,AG44,,12/06/2025,,tag detached,y,base,,,,,,6,
120notag,,AG44,,12/06/2025,,tag detached,y,middle,,Pilosa,0.4,0.083775804,2,6,
120notag,,AG44,,12/06/2025,,tag detached,y,tip,,Pilosa,1,0.523598776,1,1,
120notag,,AG44,,12/06/2025,,tag detached,y,tip,,Pilosa,0.8,0.335103216,,,
120notag,,AG44,,12/06/2025,,tag detached,y,tip,,Membranipora,0.2,0.031415927,,,
120notag,,AG44,,12/06/2025,,tag detached,y,tip,,Membranipora,0.3,0.070685835,,,
120notag,,AG44,,12/06/2025,,tag detached,y,tip,,Membranipora,0.3,0.070685835,,,
120notag,,AW3,,04/06/2025,,tag detached,x,base,,,,,,,
120notag,,AW3,,04/06/2025,,tag detached,x,base,,Membranipora,0.2,0.031415927,,,
120notag,,AW3,,04/06/2025,,tag detached,x,base,,Membranipora,1,0.785398163,,,
120notag,,AW3,,04/06/2025,,tag detached,x,middle,,Membranipora,1,0.785398163,,,
120notag,,AW3,,04/06/2025,,tag detached,x,middle,,Pilosa,1,0.523598776,,,
120notag,,AW3,,04/06/2025,,tag detached,x,middle,,Pilosa,0.5,0.130899694,,,
120notag,,AW3,,04/06/2025,,tag detached,x,tip,,Pilosa,1.5,1.178097245,3,1,
120notag,,AW3,,04/06/2025,,tag detached,x,tip,,Pilosa,1,0.523598776,,,
120notag,,AW3,,04/06/2025,,tag detached,x,tip,,Pilosa,1.3,0.884881931,,,
120notag,,AW3,,04/06/2025,,tag detached,y,base,,,,,,,
120notag,,AW3,,04/06/2025,,tag detached,y,middle,,Membranipora,0.2,0.031415927,,,
120notag,,AW3,,04/06/2025,,tag detached,y,middle,,Membranipora,0.3,0.070685835,,,
120notag,,AW3,,04/06/2025,,tag detached,y,tip,,Membranipora,1.5,1.767145868,,,
120notag,,AW3,,04/06/2025,,tag detached,y,tip,,Membranipora,1,0.785398163,,,
30,blue,AB30,,04/06/2025,,,x,base,,,,,,,
30,blue,AB30,,04/06/2025,,,x,middle,,Membranipora,0.5,0.196349541,1,,
30,blue,AB30,,04/06/2025,,,x,middle,,Membranipora,0.3,0.070685835,,,
30,blue,AB30,,04/06/2025,,,x,middle,,Membranipora,0.3,0.070685835,,,
30,blue,AB30,,04/06/2025,,,x,middle,,Pilosa,0.5,0.130899694,,,
30,blue,AB30,,04/06/2025,,,x,middle,,Pilosa,0.3,0.04712389,,,
30,blue,AB30,,04/06/2025,,,x,middle,,Membranipora,0.4,0.125663706,,,
30,blue,AB30,,04/06/2025,,,x,tip,,Pilosa,0.1,0.005235988,5,,
30,blue,AB30,,04/06/2025,,,x,tip,,Pilosa,0.2,0.020943951,,,
30,blue,AB30,,04/06/2025,,,x,tip,,Membranipora,0.2,0.031415927,,,
30,blue,AB30,,04/06/2025,,,y,base,,,,,,,
30,blue,AB30,,04/06/2025,,,y,middle,,Membranipora,1,0.785398163,1,,
30,blue,AB30,,04/06/2025,,,y,middle,,Membranipora,0.4,0.125663706,,,
30,blue,AB30,,04/06/2025,,,y,middle,,Membranipora,0.3,0.070685835,,,
