seaweed,sample_code,site,date,day,month,year,sample_type,total_sample_abund,Group_precise,abundance,,taxa,,,,,,,
Saccharina,Pabay_10_4_22_1,Pabay,10_4_2022,10,4,2022,zooplankton,878,podon,25,,podon,,,,,,,
Saccharina,Pabay_10_4_22_1,Pabay,10_4_2022,10,4,2022,zooplankton,878,sea_urchin_larvae,2,,sea_urchin_larvae,,,,,,,
Saccharina,Pabay_10_4_22_1,Pabay,10_4_2022,10,4,2022,zooplankton,878,Balanoida,76,,total_balanoida,,,,,,,
Saccharina,Pabay_10_4_22_1,Pabay,10_4_2022,10,4,2022,zooplankton,878,Branchiopoda,229,,Branchiopoda,,,,,,,
Saccharina,Pabay_10_4_22_1,Pabay,10_4_2022,10,4,2022,zooplankton,878,Copepoda,357,,total_copepoda,,,,,,,
Saccharina,Pabay_10_4_22_1,Pabay,10_4_2022,10,4,2022,zooplankton,878,Hydrozoa,2,,total_hydrozoa,,,,,,,
Saccharina,Pabay_10_4_22_1,Pabay,10_4_2022,10,4,2022,zooplankton,878,Malacostraca,2,,Malacostraca,,,,,,,
Saccharina,Pabay_10_4_22_1,Pabay,10_4_2022,10,4,2022,zooplankton,878,Polychaeta,76,,total_polychaeta,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,copepod_nauplii,51,,copepod_nauplii,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,copepods,255,,copepods,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,decapoda_larvae,51,,decapoda_larvae,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,evadne,2,,evadne,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,fish_egg,2,,fish_egg,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,holoplankton,361,,holoplankton,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,meroplankton,76,,meroplankton,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,other_polychaetae_larvae,25,,other_polychaetae_larvae,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Balanoida,51,,total_balanoida,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Branchiopoda,2,,Branchiopoda,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Copepoda,306,,total_copepoda,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Malacostraca,51,,Malacostraca,,,,,,,
Alaria,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Polychaeta,25,,total_polychaeta,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,copepod_nauplii,51,,copepod_nauplii,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,copepods,255,,copepods,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,decapoda_larvae,51,,decapoda_larvae,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,evadne,2,,evadne,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,fish_egg,2,,fish_egg,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,holoplankton,361,,holoplankton,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,meroplankton,76,,meroplankton,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,other_polychaetae_larvae,25,,other_polychaetae_larvae,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Balanoida,51,,total_balanoida,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Branchiopoda,2,,Branchiopoda,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Copepoda,306,,total_copepoda,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Malacostraca,51,,Malacostraca,,,,,,,
Saccharina,Pabay_10_4_22_2,Pabay,10_4_2022,10,4,2022,zooplankton,437,Polychaeta,25,,total_polychaeta,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Bivalvia,25,,bivalvia,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,clytia,17,,clytia,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,copepod_nauplii,102,,copepod_nauplii,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,copepods,178,,copepods,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,decapoda_larvae,25,,decapoda_larvae,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,evadne,255,,evadne,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,fish_egg,25,,fish_egg,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Gastropoda,76,,gastropoda,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,holoplankton,672,,holoplankton,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,meroplankton,713,,meroplankton,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,nemertini_larvae,2,,nemertini_larvae,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,obelia,2,,obelia,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,other_polychaetae_larvae,458,,other_polychaetae_larvae,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,phoronida_larvae,2,,phoronida_larvae,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,sea_urchin_larvae,102,,sea_urchin_larvae,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Balanoida,102,,total_balanoida,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Branchiopoda,255,,Branchiopoda,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Copepoda,280,,total_copepoda,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Hydrozoa,19,,total_hydrozoa,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Malacostraca,25,,Malacostraca,,,,,,,
Alaria,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Polychaeta,458,,total_polychaeta,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Bivalvia,25,,bivalvia,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,clytia,17,,clytia,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,copepod_nauplii,102,,copepod_nauplii,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,copepods,178,,copepods,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,decapoda_larvae,25,,decapoda_larvae,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,evadne,255,,evadne,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,fish_egg,25,,fish_egg,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Gastropoda,76,,gastropoda,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,holoplankton,672,,holoplankton,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,meroplankton,713,,meroplankton,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,nemertini_larvae,2,,nemertini_larvae,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,obelia,2,,obelia,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,other_polychaetae_larvae,458,,other_polychaetae_larvae,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,phoronida_larvae,2,,phoronida_larvae,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,sea_urchin_larvae,102,,sea_urchin_larvae,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Balanoida,102,,total_balanoida,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Branchiopoda,255,,Branchiopoda,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Copepoda,280,,total_copepoda,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Hydrozoa,19,,total_hydrozoa,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Malacostraca,25,,Malacostraca,,,,,,,
Saccharina,Pabay_10_4_22_3,Pabay,10_4_2022,10,4,2022,zooplankton,1385,Polychaeta,458,,total_polychaeta,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Bivalvia,2,,bivalvia,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Bryozoa,85,,bryozoa,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,copepod_nauplii,1392,,copepod_nauplii,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,copepods,1460,,copepods,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,fish_egg,2,,fish_egg,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Gastropoda,34,,gastropoda,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,holoplankton,2956,,holoplankton,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,meroplankton,189,,meroplankton,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,sabellariidae,51,,sabellariidae,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Balanoida,34,,total_balanoida,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Copepoda,2852,,total_copepoda,,,,,,,
Alaria,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Polychaeta,51,,total_polychaeta,,,,,,,
Saccharina,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Bivalvia,2,,bivalvia,,,,,,,
Saccharina,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Bryozoa,85,,bryozoa,,,,,,,
Saccharina,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,copepod_nauplii,1392,,copepod_nauplii,,,,,,,
Saccharina,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,copepods,1460,,copepods,,,,,,,
Saccharina,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,fish_egg,2,,fish_egg,,,,,,,
Saccharina,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,Gastropoda,34,,gastropoda,,,,,,,
Saccharina,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,holoplankton,2956,,holoplankton,,,,,,,
Saccharina,Pabay_13_11_21_1,Pabay,13_11_2021,13,11,2021,zooplankton,3145,meroplankton,189,,meroplankton,,,,,,,
