"","seaweed","sample_code","site","date","day","month","year","sample_type","total_zooplankton","taxa","abundance","taxa_key"
"17","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"copepod_nauplii",85,"copepod_nauplii"
"18","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"copepods",34,"copepods"
"19","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"fish_egg",2,"fish_egg"
"20","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"gastropoda",2,"gastropoda"
"21","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"holoplankton",140,"holoplankton"
"22","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"meroplankton",38,"meroplankton"
"23","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"microfibers",2,"microfibers"
"24","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"podon",2,"podon"
"25","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"sabellariidae",2,"sabellariidae"
"26","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"total_brachiopoda",2,"total_brachiopoda"
"27","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"total_copepoda",119,"total_copepoda"
"28","Saccharina","Pabay_10_12_21_1","Pabay","10_12_2021",10,12,2021,"zooplankton",178,"total_polychaeta",2,"total_polychaeta"
"29","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"bivalvia",2,"bivalvia"
"30","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"bryozoa",34,"bryozoa"
"31","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"copepod_nauplii",204,"copepod_nauplii"
"32","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"copepods",153,"copepods"
"33","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"fish_egg",17,"fish_egg"
"34","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"gastropoda",34,"gastropoda"
"35","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"holoplankton",376,"holoplankton"
"36","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"meroplankton",87,"meroplankton"
"37","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"microfibers",2,"microfibers"
"38","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"mp_fragments",2,"mp_fragments"
"39","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"sabellariidae",17,"sabellariidae"
"40","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"total_copepoda",357,"total_copepoda"
"41","Alaria","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"total_polychaeta",17,"total_polychaeta"
"42","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"bivalvia",2,"bivalvia"
"43","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"bryozoa",34,"bryozoa"
"44","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"copepod_nauplii",204,"copepod_nauplii"
"45","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"copepods",153,"copepods"
"46","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"fish_egg",17,"fish_egg"
"47","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"gastropoda",34,"gastropoda"
"48","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"holoplankton",376,"holoplankton"
"49","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"meroplankton",87,"meroplankton"
"50","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"microfibers",2,"microfibers"
"51","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"mp_fragments",2,"mp_fragments"
"52","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"sabellariidae",17,"sabellariidae"
"53","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"total_copepoda",357,"total_copepoda"
"54","Saccharina","Pabay_10_12_21_2","Pabay","10_12_2021",10,12,2021,"zooplankton",462,"total_polychaeta",17,"total_polychaeta"
"55","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"bivalvia",17,"bivalvia"
"56","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"bryozoa",2,"bryozoa"
"57","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"copepod_nauplii",34,"copepod_nauplii"
"58","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"copepods",17,"copepods"
"59","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"gastropoda",2,"gastropoda"
"60","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"holoplankton",68,"holoplankton"
"61","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"meroplankton",38,"meroplankton"
"62","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"microfibers",17,"microfibers"
"63","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"ophiura_larvae",17,"ophiura_larvae"
"64","Alaria","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"total_copepoda",51,"total_copepoda"
"65","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"bivalvia",17,"bivalvia"
"66","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"bryozoa",2,"bryozoa"
"67","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"copepod_nauplii",34,"copepod_nauplii"
"68","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"copepods",17,"copepods"
"69","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"gastropoda",2,"gastropoda"
"70","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"holoplankton",68,"holoplankton"
"71","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"meroplankton",38,"meroplankton"
"72","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"microfibers",17,"microfibers"
"73","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"ophiura_larvae",17,"ophiura_larvae"
"74","Saccharina","Pabay_10_12_21_3","Pabay","10_12_2021",10,12,2021,"zooplankton",106,"total_copepoda",51,"total_copepoda"
"75","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"bivalvia",2,"bivalvia"
"76","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"copepod_nauplii",127,"copepod_nauplii"
"77","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"copepods",229,"copepods"
"78","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"decapoda_larvae",2,"decapoda_larvae"
"79","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"evadne",204,"evadne"
"80","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"fish_egg",25,"fish_egg"
"81","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"gastropoda",2,"gastropoda"
"82","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"holoplankton",789,"holoplankton"
"83","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"meroplankton",89,"meroplankton"
"84","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"obelia",2,"obelia"
"85","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"other_polychaetae_larvae",76,"other_polychaetae_larvae"
"86","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"podon",25,"podon"
"87","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"sea_urchin_larvae",2,"sea_urchin_larvae"
"88","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_balanoida",76,"total_balanoida"
"89","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_brachiopoda",229,"total_brachiopoda"
"90","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_copepoda",357,"total_copepoda"
"91","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_hydrozoa",2,"total_hydrozoa"
"92","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_malacostraca",2,"total_malacostraca"
"93","Alaria","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_polychaeta",76,"total_polychaeta"
"94","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"bivalvia",2,"bivalvia"
"95","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"copepod_nauplii",127,"copepod_nauplii"
"96","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"copepods",229,"copepods"
"97","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"decapoda_larvae",2,"decapoda_larvae"
"98","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"evadne",204,"evadne"
"99","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"fish_egg",25,"fish_egg"
"100","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"gastropoda",2,"gastropoda"
"101","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"holoplankton",789,"holoplankton"
"102","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"meroplankton",89,"meroplankton"
"103","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"obelia",2,"obelia"
"104","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"other_polychaetae_larvae",76,"other_polychaetae_larvae"
"105","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"podon",25,"podon"
"106","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"sea_urchin_larvae",2,"sea_urchin_larvae"
"107","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_balanoida",76,"total_balanoida"
"108","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_brachiopoda",229,"total_brachiopoda"
"109","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_copepoda",357,"total_copepoda"
"110","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_hydrozoa",2,"total_hydrozoa"
"111","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_malacostraca",2,"total_malacostraca"
"112","Saccharina","Pabay_10_4_22_1","Pabay","10_4_2022",10,4,2022,"zooplankton",878,"total_polychaeta",76,"total_polychaeta"
"113","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"copepod_nauplii",51,"copepod_nauplii"
"114","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"copepods",255,"copepods"
"115","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"decapoda_larvae",51,"decapoda_larvae"
"116","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"evadne",2,"evadne"
"117","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"fish_egg",2,"fish_egg"
"118","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"holoplankton",361,"holoplankton"
"119","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"meroplankton",76,"meroplankton"
"120","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"other_polychaetae_larvae",25,"other_polychaetae_larvae"
"121","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_balanoida",51,"total_balanoida"
"122","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_brachiopoda",2,"total_brachiopoda"
"123","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_copepoda",306,"total_copepoda"
"124","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_malacostraca",51,"total_malacostraca"
"125","Alaria","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_polychaeta",25,"total_polychaeta"
"126","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"copepod_nauplii",51,"copepod_nauplii"
"127","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"copepods",255,"copepods"
"128","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"decapoda_larvae",51,"decapoda_larvae"
"129","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"evadne",2,"evadne"
"130","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"fish_egg",2,"fish_egg"
"131","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"holoplankton",361,"holoplankton"
"132","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"meroplankton",76,"meroplankton"
"133","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"other_polychaetae_larvae",25,"other_polychaetae_larvae"
"134","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_balanoida",51,"total_balanoida"
"135","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_brachiopoda",2,"total_brachiopoda"
"136","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_copepoda",306,"total_copepoda"
"137","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_malacostraca",51,"total_malacostraca"
"138","Saccharina","Pabay_10_4_22_2","Pabay","10_4_2022",10,4,2022,"zooplankton",437,"total_polychaeta",25,"total_polychaeta"
"139","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"bivalvia",25,"bivalvia"
"140","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"clytia",17,"clytia"
"141","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"copepod_nauplii",102,"copepod_nauplii"
"142","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"copepods",178,"copepods"
"143","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"decapoda_larvae",25,"decapoda_larvae"
"144","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"evadne",255,"evadne"
"145","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"fish_egg",25,"fish_egg"
"146","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"gastropoda",76,"gastropoda"
"147","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"holoplankton",672,"holoplankton"
"148","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"meroplankton",713,"meroplankton"
"149","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"nemertini_larvae",2,"nemertini_larvae"
"150","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"obelia",2,"obelia"
"151","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"other_polychaetae_larvae",458,"other_polychaetae_larvae"
"152","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"phoronida_larvae",2,"phoronida_larvae"
"153","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"sea_urchin_larvae",102,"sea_urchin_larvae"
"154","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_balanoida",102,"total_balanoida"
"155","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_brachiopoda",255,"total_brachiopoda"
"156","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_copepoda",280,"total_copepoda"
"157","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_hydrozoa",19,"total_hydrozoa"
"158","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_malacostraca",25,"total_malacostraca"
"159","Alaria","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_polychaeta",458,"total_polychaeta"
"160","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"bivalvia",25,"bivalvia"
"161","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"clytia",17,"clytia"
"162","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"copepod_nauplii",102,"copepod_nauplii"
"163","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"copepods",178,"copepods"
"164","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"decapoda_larvae",25,"decapoda_larvae"
"165","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"evadne",255,"evadne"
"166","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"fish_egg",25,"fish_egg"
"167","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"gastropoda",76,"gastropoda"
"168","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"holoplankton",672,"holoplankton"
"169","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"meroplankton",713,"meroplankton"
"170","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"nemertini_larvae",2,"nemertini_larvae"
"171","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"obelia",2,"obelia"
"172","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"other_polychaetae_larvae",458,"other_polychaetae_larvae"
"173","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"phoronida_larvae",2,"phoronida_larvae"
"174","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"sea_urchin_larvae",102,"sea_urchin_larvae"
"175","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_balanoida",102,"total_balanoida"
"176","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_brachiopoda",255,"total_brachiopoda"
"177","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_copepoda",280,"total_copepoda"
"178","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_hydrozoa",19,"total_hydrozoa"
"179","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_malacostraca",25,"total_malacostraca"
"180","Saccharina","Pabay_10_4_22_3","Pabay","10_4_2022",10,4,2022,"zooplankton",1385,"total_polychaeta",458,"total_polychaeta"
"181","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"bivalvia",2,"bivalvia"
"182","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"bryozoa",85,"bryozoa"
"183","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"copepod_nauplii",1392,"copepod_nauplii"
"184","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"copepods",1460,"copepods"
"185","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"fish_egg",2,"fish_egg"
"186","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"gastropoda",34,"gastropoda"
"187","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"holoplankton",2956,"holoplankton"
"188","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"meroplankton",189,"meroplankton"
"189","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"sabellariidae",51,"sabellariidae"
"190","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"total_balanoida",34,"total_balanoida"
"191","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"total_copepoda",2852,"total_copepoda"
"192","Alaria","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"total_polychaeta",51,"total_polychaeta"
"193","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"bivalvia",2,"bivalvia"
"194","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"bryozoa",85,"bryozoa"
"195","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"copepod_nauplii",1392,"copepod_nauplii"
"196","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"copepods",1460,"copepods"
"197","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"fish_egg",2,"fish_egg"
"198","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"gastropoda",34,"gastropoda"
"199","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"holoplankton",2956,"holoplankton"
"200","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"meroplankton",189,"meroplankton"
"201","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"sabellariidae",51,"sabellariidae"
"202","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"total_balanoida",34,"total_balanoida"
"203","Saccharina","Pabay_13_11_21_1","Pabay","13_11_2021",13,11,2021,"zooplankton",3145,"total_copepoda",2852,"total_copepoda"
