"","seaweed","sample_code","site","location","station_no","date","day","month","year","notes_on_blades","sample_no","species_id","measurement_value","measurement_type","measurement_origin","parsed_date","species_name","scientificname","kingdom","phylum","class","order","family","genus"
"43","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"percent_blade_bryozoans",NA,"blade_coverage","blade_coverage",2021-12-10,"percent blade bryozoans",NA,NA,NA,NA,NA,NA,NA
"44","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"percent_blade_ectocarpus",NA,"blade_coverage","blade_coverage",2021-12-10,"percent blade ectocarpus",NA,NA,NA,NA,NA,NA,NA
"45","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"mussel_juveniles",NA,NA,NA,2021-12-10,"mussel juveniles",NA,NA,NA,NA,NA,NA,NA
"46","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"percent_epiphytes",NA,"blade_coverage","blade_coverage",2021-12-10,"percent epiphytes",NA,NA,NA,NA,NA,NA,NA
"47","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"percent_brown_blotches",NA,"blade_coverage","blade_coverage",2021-12-10,"percent brown blotches",NA,NA,NA,NA,NA,NA,NA
"48","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"percent_hydrozoans",NA,"blade_coverage","blade_coverage",2021-12-10,"percent hydrozoans",NA,NA,NA,NA,NA,NA,NA
"49","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"percent_bryozoans",NA,"blade_coverage","blade_coverage",2021-12-10,"percent bryozoans",NA,NA,NA,NA,NA,NA,NA
"50","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"tufts_cm2",NA,NA,NA,2021-12-10,"tufts cm2",NA,NA,NA,NA,NA,NA,NA
"51","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"total_amphipoda",NA,NA,NA,2021-12-10,"total amphipoda",NA,NA,NA,NA,NA,NA,NA
"52","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"total_bivalvia",NA,NA,NA,2021-12-10,"total bivalvia",NA,NA,NA,NA,NA,NA,NA
"53","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"total_copepoda_2",NA,NA,NA,2021-12-10,"total copepoda 2",NA,NA,NA,NA,NA,NA,NA
"54","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"total_gasteropoda",NA,NA,NA,2021-12-10,"total gasteropoda",NA,NA,NA,NA,NA,NA,NA
"55","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"total_isopoda",NA,NA,NA,2021-12-10,"total isopoda",NA,NA,NA,NA,NA,NA,NA
"56","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"total_nemerta",NA,NA,NA,2021-12-10,"total nemerta",NA,NA,NA,NA,NA,NA,NA
"57","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"polychaeta_tot",NA,NA,NA,2021-12-10,"polychaeta tot",NA,NA,NA,NA,NA,NA,NA
"58","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"halacaridae",NA,NA,NA,2021-12-10,"halacaridae","Halacaridae","Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae",NA
"59","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"arthropod",NA,NA,NA,2021-12-10,"arthropod",NA,NA,NA,NA,NA,NA,NA
"60","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"amphipod",NA,NA,NA,2021-12-10,"amphipod",NA,NA,NA,NA,NA,NA,NA
"61","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"caprellidae",NA,NA,NA,2021-12-10,"caprellidae","Caprellidae","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae",NA
"62","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"gammaridae",NA,NA,NA,2021-12-10,"gammaridae","Gammaridae","Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA
"63","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"jassa",NA,NA,NA,2021-12-10,"jassa","Jassa","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa"
"64","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"annelida_tube",NA,NA,NA,2021-12-10,"annelida tube",NA,NA,NA,NA,NA,NA,NA
"65","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"asteroidea",NA,NA,NA,2021-12-10,"asteroidea","Asteroidea","Animalia","Echinodermata","Asteroidea",NA,NA,NA
"66","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"bivalve",NA,NA,NA,2021-12-10,"bivalve",NA,NA,NA,NA,NA,NA,NA
"67","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"cerastoderma",NA,NA,NA,2021-12-10,"cerastoderma","Cerastoderma","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Cerastoderma"
"68","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"mytilus",NA,NA,NA,2021-12-10,"mytilus","Mytilus","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus"
"69","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"ostrea",NA,NA,NA,2021-12-10,"ostrea","Ostrea","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea"
"70","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"pecten",NA,NA,NA,2021-12-10,"pecten","Pecten","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten"
"71","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"scallop_brown",NA,NA,NA,2021-12-10,"scallop brown",NA,NA,NA,NA,NA,NA,NA
"72","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"scallop_pink",NA,NA,NA,2021-12-10,"scallop pink",NA,NA,NA,NA,NA,NA,NA
"73","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"cirripedia",NA,NA,NA,2021-12-10,"cirripedia","Cirripedia","Animalia","Arthropoda","Thecostraca",NA,NA,NA
"74","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"copepod",NA,NA,NA,2021-12-10,"copepod",NA,NA,NA,NA,NA,NA,NA
"75","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"harpacticoida",NA,NA,NA,2021-12-10,"harpacticoida","Harpacticoida","Animalia","Arthropoda","Copepoda","Harpacticoida",NA,NA
"76","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"corophium",NA,NA,NA,2021-12-10,"corophium","Corophium","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Corophium"
"77","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"cumacea",NA,NA,NA,2021-12-10,"cumacea","Cumacea","Animalia","Arthropoda","Malacostraca","Cumacea",NA,NA
"78","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"cancer_pagurus",NA,NA,NA,2021-12-10,"cancer pagurus","Cancer pagurus","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer"
"79","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"brachyura",NA,NA,NA,2021-12-10,"brachyura","Brachyura","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA
"80","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"dendronotidae",NA,NA,NA,2021-12-10,"dendronotidae","Dendronotidae","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendronotidae",NA
"81","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"echinoidea",NA,NA,NA,2021-12-10,"echinoidea","Echinoidea","Animalia","Echinodermata","Echinoidea",NA,NA,NA
"82","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"calcareous",NA,NA,NA,2021-12-10,"calcareous",NA,NA,NA,NA,NA,NA,NA
"83","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"euphausiacea",NA,NA,NA,2021-12-10,"euphausiacea","Euphausiacea","Animalia","Arthropoda","Malacostraca","Euphausiacea",NA,NA
"84","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"gastropod",NA,NA,NA,2021-12-10,"gastropod",NA,NA,NA,NA,NA,NA,NA
"85","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"gibbula",NA,NA,NA,2021-12-10,"gibbula","Gibbula","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Gibbula"
"86","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"lacuna",NA,NA,NA,2021-12-10,"lacuna","Lacuna","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Lacuna"
"87","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"rissoa",NA,NA,NA,2021-12-10,"rissoa","Rissoa","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Rissoa"
"88","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"patella",NA,NA,NA,2021-12-10,"patella","Patella","Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella"
"89","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"isopod",NA,NA,NA,2021-12-10,"isopod",NA,NA,NA,NA,NA,NA,NA
"90","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"idoteidae",NA,NA,NA,2021-12-10,"idoteidae","Idoteidae","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae",NA
"91","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"janiridae",NA,NA,NA,2021-12-10,"janiridae","Janiridae","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae",NA
"92","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"isopod_larvae",NA,NA,NA,2021-12-10,"isopod larvae",NA,NA,NA,NA,NA,NA,NA
"93","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"zoea_larva",NA,NA,NA,2021-12-10,"zoea larva",NA,NA,NA,NA,NA,NA,NA
"94","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"mysid",NA,NA,NA,2021-12-10,"mysid",NA,NA,NA,NA,NA,NA,NA
"95","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"nemertea",NA,NA,NA,2021-12-10,"nemertea","Nemertea","Animalia","Nemertea",NA,NA,NA,NA
"96","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"cephalothrix",NA,NA,NA,2021-12-10,"cephalothrix","Cephalothrix","Animalia","Nemertea","Palaeonemertea","Archinemertea","Cephalotrichidae","Cephalothrix"
"97","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"haplonemertea",NA,NA,NA,2021-12-10,"haplonemertea",NA,NA,NA,NA,NA,NA,NA
"98","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"oligochaeta_nereididae",NA,NA,NA,2021-12-10,"oligochaeta nereididae",NA,NA,NA,NA,NA,NA,NA
"99","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"ostracoda",NA,NA,NA,2021-12-10,"ostracoda","Ostracoda","Animalia","Arthropoda","Ostracoda",NA,NA,NA
"100","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"polychaeta_larvae",NA,NA,NA,2021-12-10,"polychaeta larvae",NA,NA,NA,NA,NA,NA,NA
"101","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"phyllodocida",NA,NA,NA,2021-12-10,"phyllodocida","Phyllodocida","Animalia","Annelida","Polychaeta","Phyllodocida",NA,NA
"102","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"polycheate_tube",NA,NA,NA,2021-12-10,"polycheate tube",NA,NA,NA,NA,NA,NA,NA
"103","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"foraminifer",NA,NA,NA,2021-12-10,"foraminifer",NA,NA,NA,NA,NA,NA,NA
"104","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"x",NA,NA,NA,2021-12-10,"x",NA,NA,NA,NA,NA,NA,NA
"105","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"x_1",NA,NA,NA,2021-12-10,"x 1",NA,NA,NA,NA,NA,NA,NA
"106","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"blade_amphipod_p_cm",NA,"blade_abundance","blade_abundance",2021-12-10,"blade amphipod p cm",NA,NA,NA,NA,NA,NA,NA
"107","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"blade_bivalvia_p_cm",NA,"blade_abundance","blade_abundance",2021-12-10,"blade bivalvia p cm",NA,NA,NA,NA,NA,NA,NA
"108","Alaria","Pabay_10_12_21_1","Pabay","NE",1,"10_12_2021",10,12,2021,"",6,"blade_gastropoda_p_cm",NA,"blade_abundance","blade_abundance",2021-12-10,"blade gastropoda p cm",NA,NA,NA,NA,NA,NA,NA
"109","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"total_phytoplankton",462,NA,NA,2021-12-10,"total phytoplankton",NA,NA,NA,NA,NA,NA,NA
"110","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"total_zooplankton",462,NA,NA,2021-12-10,"total zooplankton",NA,NA,NA,NA,NA,NA,NA
"111","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_bivalvia",2,"abundance","plankton",2021-12-10,"zooplank abundance bivalvia",NA,NA,NA,NA,NA,NA,NA
"112","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_bryozoa_larvae",34,"abundance","plankton",2021-12-10,"zooplank abundance bryozoa larvae",NA,NA,NA,NA,NA,NA,NA
"113","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_gastropoda",34,"abundance","plankton",2021-12-10,"zooplank abundance gastropoda",NA,NA,NA,NA,NA,NA,NA
"114","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_holoplankton",376,"abundance","plankton",2021-12-10,"zooplank abundance holoplankton",NA,NA,NA,NA,NA,NA,NA
"115","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_hydroids",0,"abundance","plankton",2021-12-10,"zooplank abundance hydroids",NA,NA,NA,NA,NA,NA,NA
"116","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_obelia",0,"abundance","plankton",2021-12-10,"zooplank abundance obelia",NA,NA,NA,NA,NA,NA,NA
"117","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_total_hydrozoa",0,"abundance","plankton",2021-12-10,"zooplank abundance total hydrozoa",NA,NA,NA,NA,NA,NA,NA
"118","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_meroplankton",87,"abundance","plankton",2021-12-10,"zooplank abundance meroplankton",NA,NA,NA,NA,NA,NA,NA
"119","Alaria","Pabay_10_12_21_2","Pabay","NW",2,"10_12_2021",10,12,2021,"",6,"zooplank_abundance_total_balanoida",0,"abundance","plankton",2021-12-10,"zooplank abundance total balanoida",NA,NA,NA,NA,NA,NA,NA
